team,opponent,player,ip,ha,er,bb,hb,so,bf,hr_a,game_id,game_date,season
UNLV,UC Santa Barbara,Ameila Weber,6.1,5.0,2.0,2.0,2.0,1.0,27.0,0.0,6305725.0,03/01/2025,2025.0
UC Santa Barbara,UNLV,Sam Stoll,3.2,10.0,6.0,0.0,1.0,1.0,23.0,0.0,6305725.0,03/01/2025,2025.0
UC Santa Barbara,UNLV,Grace Luderer,3.1,6.0,3.0,1.0,0.0,4.0,17.0,1.0,6305725.0,03/01/2025,2025.0
DePaul,Jacksonville,Bella Nigey,7.0,7.0,2.0,2.0,0.0,3.0,29.0,0.0,6305730.0,03/01/2025,2025.0
Jacksonville,DePaul,Reese Wells,3.2,4.0,1.0,4.0,1.0,1.0,22.0,0.0,6305730.0,03/01/2025,2025.0
Jacksonville,DePaul,Hailey Strunk,3.1,5.0,3.0,1.0,0.0,1.0,15.0,0.0,6305730.0,03/01/2025,2025.0
Mount St. Mary's,DePaul,Amaya Bowman,3.2,4.0,4.0,1.0,0.0,1.0,16.0,0.0,6305747.0,03/01/2025,2025.0
Mount St. Mary's,DePaul,Sophia Schmehl,0.1,4.0,6.0,2.0,0.0,1.0,7.0,1.0,6305747.0,03/01/2025,2025.0
DePaul,Mount St. Mary's,Kelly Greene,5.0,3.0,0.0,3.0,0.0,3.0,20.0,0.0,6305747.0,03/01/2025,2025.0
Creighton,UC Santa Barbara,Brooke Shifflett,4.0,2.0,3.0,3.0,0.0,2.0,17.0,0.0,6305820.0,03/02/2025,2025.0
Creighton,UC Santa Barbara,Abby Rusher,2.0,3.0,2.0,1.0,1.0,0.0,11.0,0.0,6305820.0,03/02/2025,2025.0
UC Santa Barbara,Creighton,Ainsley Waddell,4.0,7.0,4.0,3.0,1.0,4.0,23.0,0.0,6305820.0,03/02/2025,2025.0
UC Santa Barbara,Creighton,Sam Stoll,3.0,2.0,0.0,0.0,0.0,1.0,10.0,0.0,6305820.0,03/02/2025,2025.0
UNLV,UC Santa Barbara,Yanina Sherwood,5.0,5.0,2.0,2.0,1.0,4.0,22.0,0.0,6305821.0,03/02/2025,2025.0
UC Santa Barbara,UNLV,Malaya Johnson,0.2,3.0,0.0,3.0,0.0,0.0,9.0,0.0,6305821.0,03/02/2025,2025.0
UC Santa Barbara,UNLV,Ainsley Waddell,1.2,1.0,3.0,1.0,2.0,2.0,10.0,0.0,6305821.0,03/02/2025,2025.0
UC Santa Barbara,UNLV,Sam Stoll,0.2,2.0,2.0,2.0,0.0,1.0,6.0,0.0,6305821.0,03/02/2025,2025.0
UC Santa Barbara,UNLV,Ava Bradford,2.0,0.0,0.0,3.0,0.0,1.0,9.0,0.0,6305821.0,03/02/2025,2025.0
DePaul,Mount St. Mary's,Bella Nigey,3.0,3.0,0.0,0.0,1.0,3.0,13.0,0.0,6305831.0,03/02/2025,2025.0
DePaul,Mount St. Mary's,Katey Pierce,2.0,2.0,0.0,0.0,1.0,2.0,9.0,0.0,6305831.0,03/02/2025,2025.0
Mount St. Mary's,DePaul,Sophia Schmehl,3.0,5.0,6.0,4.0,1.0,5.0,19.0,0.0,6305831.0,03/02/2025,2025.0
Mount St. Mary's,DePaul,Ellie Meier,2.0,8.0,9.0,3.0,1.0,0.0,17.0,0.0,6305831.0,03/02/2025,2025.0
Bradley,Eastern Ill.,Hannah Organ,0.2,4.0,4.0,1.0,0.0,0.0,7.0,0.0,6305836.0,03/02/2025,2025.0
Bradley,Eastern Ill.,Rylee Richey,4.0,4.0,4.0,3.0,0.0,3.0,19.0,0.0,6305836.0,03/02/2025,2025.0
Bradley,Eastern Ill.,Abbott Badgley,0.2,2.0,2.0,2.0,0.0,0.0,7.0,0.0,6305836.0,03/02/2025,2025.0
Eastern Ill.,Bradley,McKenzie Oslanzi,6.0,4.0,2.0,0.0,1.0,3.0,23.0,1.0,6305836.0,03/02/2025,2025.0
Bowling Green,Coastal Carolina,Morgan Beckham,4.0,6.0,6.0,3.0,0.0,2.0,21.0,0.0,6308395.0,03/03/2025,2025.0
Bowling Green,Coastal Carolina,Sydney Marshall,2.0,3.0,3.0,3.0,0.0,2.0,12.0,0.0,6308395.0,03/03/2025,2025.0
Coastal Carolina,Bowling Green,McKennah Metzger,3.0,3.0,2.0,3.0,0.0,3.0,15.0,0.0,6308395.0,03/03/2025,2025.0
Coastal Carolina,Bowling Green,Georgia Hood,2.0,2.0,0.0,1.0,0.0,0.0,8.0,0.0,6308395.0,03/03/2025,2025.0
Coastal Carolina,Bowling Green,Kaitlin Ryan,1.0,2.0,1.0,1.0,1.0,0.0,8.0,0.0,6308395.0,03/03/2025,2025.0
Coastal Carolina,Bowling Green,Nicolette Picone,1.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,6308395.0,03/03/2025,2025.0
Syracuse,Morgan St.,Madison Knight,7.0,4.0,2.0,1.0,0.0,7.0,25.0,0.0,6308776.0,03/01/2025,2025.0
Morgan St.,Syracuse,Serena Rodriguez,6.0,8.0,3.0,3.0,0.0,4.0,31.0,1.0,6308776.0,03/01/2025,2025.0
Morgan St.,Syracuse,Victoria Recendez,1.0,9.0,7.0,1.0,0.0,0.0,14.0,0.0,6308776.0,03/01/2025,2025.0
Akron,UIC,Madie Jamrog,7.0,2.0,0.0,0.0,0.0,5.0,23.0,0.0,6308857.0,02/28/2025,2025.0
UIC,Akron,Jasmine Whorley,6.2,9.0,2.0,0.0,0.0,3.0,30.0,0.0,6308857.0,02/28/2025,2025.0
UIC,Akron,Talyn Fordham,0.1,3.0,3.0,1.0,0.0,0.0,5.0,0.0,6308857.0,02/28/2025,2025.0
Missouri St.,Central Ark.,McKenzie Vaughan,4.0,10.0,3.0,0.0,0.0,1.0,22.0,0.0,6308966.0,03/03/2025,2025.0
Missouri St.,Central Ark.,Makenzi Swick,2.0,3.0,1.0,0.0,0.0,0.0,9.0,0.0,6308966.0,03/03/2025,2025.0
Central Ark.,Missouri St.,Julia Petty,3.0,4.0,4.0,3.0,0.0,6.0,16.0,2.0,6308966.0,03/03/2025,2025.0
Central Ark.,Missouri St.,Bailie Runner,4.0,5.0,0.0,1.0,1.0,4.0,17.0,0.0,6308966.0,03/03/2025,2025.0
Fla. Atlantic,Morehead St.,Jaden Martinez,5.0,2.0,0.0,0.0,0.0,11.0,17.0,0.0,6311580.0,03/02/2025,2025.0
Morehead St.,Fla. Atlantic,Emma Solis,5.0,8.0,8.0,5.0,1.0,1.0,30.0,2.0,6311580.0,03/02/2025,2025.0
UC Riverside,San Jose St.,Maddie Heinlin,6.0,5.0,3.0,2.0,0.0,7.0,25.0,2.0,6311781.0,03/02/2025,2025.0
San Jose St.,UC Riverside,Mia Reynolds,7.0,5.0,0.0,0.0,1.0,11.0,27.0,0.0,6311781.0,03/02/2025,2025.0
Rider,St. John's (NY),Anna-Mari Groskritz,2.0,3.0,3.0,4.0,0.0,2.0,13.0,1.0,6312226.0,02/28/2025,2025.0
Rider,St. John's (NY),Kathryn Schmierer,2.0,7.0,5.0,1.0,3.0,1.0,17.0,0.0,6312226.0,02/28/2025,2025.0
St. John's (NY),Rider,Loreley Francia,5.0,0.0,0.0,0.0,0.0,12.0,16.0,0.0,6312226.0,02/28/2025,2025.0
ETSU,St. John's (NY),Eden Muncy,3.0,8.0,5.0,3.0,1.0,1.0,21.0,0.0,6312228.0,03/02/2025,2025.0
ETSU,St. John's (NY),Cameron Lauretta,3.0,3.0,3.0,3.0,1.0,0.0,16.0,0.0,6312228.0,03/02/2025,2025.0
St. John's (NY),ETSU,Jailynn Banda,3.2,5.0,4.0,4.0,0.0,5.0,20.0,0.0,6312228.0,03/02/2025,2025.0
St. John's (NY),ETSU,Ana Serafinko,3.1,1.0,0.0,1.0,0.0,5.0,11.0,0.0,6312228.0,03/02/2025,2025.0
Kansas City,Drake,Riley Bebb,2.2,5.0,3.0,1.0,1.0,1.0,15.0,0.0,6313505.0,02/28/2025,2025.0
Kansas City,Drake,Kendyl Anderson,1.1,1.0,1.0,3.0,0.0,1.0,8.0,0.0,6313505.0,02/28/2025,2025.0
Kansas City,Drake,Hannah Burks,0.1,0.0,0.0,1.0,0.0,0.0,2.0,0.0,6313505.0,02/28/2025,2025.0
Kansas City,Drake,Maddie Parker,1.2,1.0,2.0,1.0,0.0,1.0,7.0,1.0,6313505.0,02/28/2025,2025.0
Drake,Kansas City,Jayme Scheck,5.2,5.0,2.0,2.0,0.0,3.0,25.0,0.0,6313505.0,02/28/2025,2025.0
Drake,Kansas City,Molly Hoekstra,1.1,2.0,0.0,0.0,1.0,1.0,7.0,0.0,6313505.0,02/28/2025,2025.0
Kansas City,Marshall,Riley Bebb,2.0,4.0,3.0,1.0,0.0,0.0,11.0,1.0,6313508.0,03/01/2025,2025.0
Kansas City,Marshall,Hannah Burks,1.0,1.0,3.0,4.0,0.0,0.0,8.0,0.0,6313508.0,03/01/2025,2025.0
Kansas City,Marshall,Maddie Parker,1.2,4.0,3.0,1.0,0.0,0.0,10.0,1.0,6313508.0,03/01/2025,2025.0
Marshall,Kansas City,Paige Maynard,5.0,3.0,1.0,2.0,0.0,5.0,21.0,0.0,6313508.0,03/01/2025,2025.0
Fla. Atlantic,Middle Tenn.,Autumn Courtney,5.0,3.0,3.0,2.0,1.0,10.0,21.0,2.0,6313549.0,03/03/2025,2025.0
Fla. Atlantic,Middle Tenn.,Ainsley Lambert,2.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,6313549.0,03/03/2025,2025.0
Middle Tenn.,Fla. Atlantic,Leila Ammon,7.0,8.0,0.0,0.0,0.0,4.0,30.0,0.0,6313549.0,03/03/2025,2025.0
Mount St. Mary's,Jacksonville,Sophia Schmehl,4.0,7.0,4.0,4.0,0.0,3.0,23.0,0.0,6313962.0,02/28/2025,2025.0
Jacksonville,Mount St. Mary's,Jordan White,5.0,1.0,0.0,2.0,0.0,4.0,19.0,0.0,6313962.0,02/28/2025,2025.0
Mount St. Mary's,Jacksonville,Ellie Meier,7.0,7.0,3.0,2.0,1.0,2.0,32.0,1.0,6313968.0,03/01/2025,2025.0
Jacksonville,Mount St. Mary's,Ashlee Harwood,1.2,5.0,3.0,1.0,1.0,0.0,12.0,0.0,6313968.0,03/01/2025,2025.0
Jacksonville,Mount St. Mary's,Karson Johnson,3.1,4.0,1.0,0.0,0.0,0.0,15.0,1.0,6313968.0,03/01/2025,2025.0
Jacksonville,Mount St. Mary's,Jacy Harrelson,2.0,0.0,0.0,2.0,0.0,2.0,8.0,0.0,6313968.0,03/01/2025,2025.0
Florida A&M,Florida,Zoryana Hughes,5.2,11.0,9.0,4.0,0.0,0.0,32.0,1.0,6314852.0,03/02/2025,2025.0
Florida,Florida A&M,Olivia Miller,4.0,2.0,0.0,2.0,0.0,3.0,16.0,0.0,6314852.0,03/02/2025,2025.0
Florida,Florida A&M,Kara Hammock,2.0,0.0,0.0,2.0,1.0,1.0,9.0,0.0,6314852.0,03/02/2025,2025.0
Florida A&M,Troy,Zoryana Hughes,3.1,5.0,3.0,2.0,0.0,0.0,17.0,0.0,6315304.0,03/01/2025,2025.0
Florida A&M,Troy,Samantha Smith,2.2,3.0,2.0,2.0,1.0,1.0,16.0,0.0,6315304.0,03/01/2025,2025.0
Troy,Florida A&M,Mya Holt,7.0,8.0,1.0,2.0,2.0,2.0,31.0,0.0,6315304.0,03/01/2025,2025.0
Southern Utah,California,Maddie Moreno,1.1,4.0,3.0,1.0,0.0,0.0,9.0,1.0,6315833.0,03/01/2025,2025.0
Southern Utah,California,Emily Delgado,4.2,6.0,2.0,4.0,1.0,4.0,23.0,0.0,6315833.0,03/01/2025,2025.0
California,Southern Utah,Annabel Teperson,7.0,2.0,0.0,2.0,0.0,4.0,27.0,0.0,6315833.0,03/01/2025,2025.0
Illinois,Iowa,Lauren Wiles,3.2,6.0,3.0,1.0,1.0,3.0,18.0,0.0,6315897.0,03/02/2025,2025.0
Illinois,Iowa,Karley Yergler,2.1,3.0,0.0,0.0,0.0,1.0,10.0,0.0,6315897.0,03/02/2025,2025.0
Iowa,Illinois,Jalen Adams,7.0,3.0,1.0,1.0,0.0,10.0,27.0,1.0,6315897.0,03/02/2025,2025.0
Troy,Western Mich.,Alyssa Faircloth,6.0,2.0,0.0,0.0,1.0,9.0,22.0,0.0,6316873.0,03/02/2025,2025.0
Western Mich.,Troy,Kaylee Sayler,5.0,8.0,6.0,0.0,0.0,4.0,23.0,0.0,6316873.0,03/02/2025,2025.0
Western Mich.,Troy,Jensen Gremillion,1.0,2.0,3.0,1.0,0.0,1.0,6.0,0.0,6316873.0,03/02/2025,2025.0
Toledo,Eastern Ill.,Kylee Graham,3.1,4.0,5.0,4.0,0.0,2.0,17.0,0.0,6317100.0,03/01/2025,2025.0
Toledo,Eastern Ill.,Reese Poston,1.2,3.0,2.0,4.0,0.0,1.0,11.0,0.0,6317100.0,03/01/2025,2025.0
Toledo,Eastern Ill.,Sophia Knight,0.2,3.0,0.0,0.0,0.0,0.0,6.0,0.0,6317100.0,03/01/2025,2025.0
Eastern Ill.,Toledo,McKenzie Oslanzi,6.0,6.0,0.0,1.0,1.0,1.0,25.0,0.0,6317100.0,03/01/2025,2025.0
Marshall,Kansas,Jules King,4.1,3.0,3.0,3.0,0.0,3.0,20.0,2.0,6317630.0,03/02/2025,2025.0
Marshall,Kansas,Paige Maynard,3.0,4.0,0.0,0.0,0.0,1.0,16.0,0.0,6317630.0,03/02/2025,2025.0
Kansas,Marshall,Kaelee Washington,4.0,3.0,0.0,2.0,0.0,2.0,18.0,0.0,6317630.0,03/02/2025,2025.0
Kansas,Marshall,Katie Brooks,4.0,3.0,1.0,0.0,2.0,4.0,17.0,1.0,6317630.0,03/02/2025,2025.0
Morehead St.,Austin Peay,Rylie Burney,6.0,7.0,7.0,1.0,2.0,0.0,28.0,2.0,6355821.0,02/28/2025,2025.0
Austin Peay,Morehead St.,Emma Thompson,3.0,3.0,1.0,0.0,0.0,0.0,11.0,0.0,6355821.0,02/28/2025,2025.0
Austin Peay,Morehead St.,Ashley Martin,4.0,3.0,0.0,0.0,0.0,4.0,14.0,0.0,6355821.0,02/28/2025,2025.0
Morehead St.,Austin Peay,Rylie Burney,5.2,11.0,5.0,2.0,0.0,1.0,32.0,1.0,6355822.0,03/01/2025,2025.0
Austin Peay,Morehead St.,Emberly Nichols,5.2,3.0,0.0,3.0,1.0,4.0,25.0,0.0,6355822.0,03/01/2025,2025.0
Austin Peay,Morehead St.,Emma Thompson,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6355822.0,03/01/2025,2025.0
LMU (CA),UC Santa Barbara,Mina Tala,1.0,2.0,1.0,1.0,0.0,0.0,6.0,0.0,6364071.0,02/16/2025,2025.0
LMU (CA),UC Santa Barbara,Jessica Hubbard,5.0,6.0,2.0,1.0,1.0,3.0,25.0,1.0,6364071.0,02/16/2025,2025.0
UC Santa Barbara,LMU (CA),Sam Stoll,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6364071.0,02/16/2025,2025.0
UC Santa Barbara,LMU (CA),Ainsley Waddell,3.0,6.0,3.0,1.0,0.0,2.0,15.0,0.0,6364071.0,02/16/2025,2025.0
Bluefield St.,IU Indy,Maggie Mullins,2.1,8.0,5.0,0.0,0.0,2.0,15.0,0.0,6364377.0,02/28/2025,2025.0
Bluefield St.,IU Indy,Natalie Quezada,2.2,8.0,2.0,0.0,0.0,1.0,16.0,0.0,6364377.0,02/28/2025,2025.0
Furman,Clemson,Lily O'Bryan,1.1,4.0,4.0,2.0,0.0,1.0,10.0,0.0,6305036.0,03/04/2025,2025.0
Furman,Clemson,Isabella Cear,0.2,5.0,3.0,0.0,0.0,0.0,7.0,1.0,6305036.0,03/04/2025,2025.0
Furman,Clemson,Taylor Miller,1.2,5.0,3.0,2.0,0.0,0.0,12.0,1.0,6305036.0,03/04/2025,2025.0
Furman,Clemson,Angelina Ricciardi,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6305036.0,03/04/2025,2025.0
Clemson,Furman,Macey Cintron,1.2,2.0,0.0,2.0,0.0,0.0,10.0,0.0,6305036.0,03/04/2025,2025.0
Clemson,Furman,Reese Basinger,3.1,0.0,0.0,0.0,0.0,4.0,10.0,0.0,6305036.0,03/04/2025,2025.0
Saint Francis,FGCU,Olivia Kolowitz,5.2,10.0,6.0,2.0,1.0,1.0,30.0,1.0,6305865.0,03/04/2025,2025.0
FGCU,Saint Francis,Allison Sparkman,6.0,6.0,1.0,2.0,0.0,6.0,25.0,0.0,6305865.0,03/04/2025,2025.0
FIU,FGCU,Megan Kruger,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,6305866.0,03/04/2025,2025.0
FIU,FGCU,Kennedy Byrd,6.0,8.0,2.0,3.0,0.0,2.0,29.0,0.0,6305866.0,03/04/2025,2025.0
FGCU,FIU,Victoria Ash,4.0,3.0,0.0,1.0,1.0,1.0,16.0,0.0,6305866.0,03/04/2025,2025.0
FGCU,FIU,Kendall Wylie,0.2,4.0,3.0,2.0,0.0,0.0,8.0,0.0,6305866.0,03/04/2025,2025.0
FGCU,FIU,Elana Roush,2.1,4.0,5.0,2.0,0.0,0.0,13.0,2.0,6305866.0,03/04/2025,2025.0
Mercer,Bethune-Cookman,Grace Jones,4.0,7.0,4.0,1.0,0.0,2.0,21.0,1.0,6305867.0,03/04/2025,2025.0
Mercer,Bethune-Cookman,Gabby Ellis,3.0,2.0,0.0,2.0,0.0,3.0,12.0,0.0,6305867.0,03/04/2025,2025.0
Bethune-Cookman,Mercer,Halyne Gonzalez,3.1,2.0,4.0,3.0,1.0,1.0,15.0,0.0,6305867.0,03/04/2025,2025.0
Bethune-Cookman,Mercer,Sofia Vallejos-Coleman,2.2,6.0,4.0,2.0,0.0,2.0,16.0,2.0,6305867.0,03/04/2025,2025.0
Bethune-Cookman,Mercer,Alyssa Brady,1.0,2.0,1.0,1.0,0.0,1.0,5.0,0.0,6305867.0,03/04/2025,2025.0
McNeese,ULM,Maddie Taylor,3.0,6.0,5.0,1.0,0.0,0.0,15.0,0.0,6305868.0,03/04/2025,2025.0
McNeese,ULM,Ryann Schexnayder,3.0,2.0,0.0,0.0,0.0,1.0,10.0,0.0,6305868.0,03/04/2025,2025.0
ULM,McNeese,Maddie Nichols,4.0,4.0,1.0,3.0,0.0,0.0,16.0,0.0,6305868.0,03/04/2025,2025.0
ULM,McNeese,Dakota Lake,3.0,2.0,0.0,0.0,0.0,3.0,12.0,0.0,6305868.0,03/04/2025,2025.0
Western Mich.,North Florida,Kaylee Sayler,2.1,5.0,4.0,2.0,0.0,1.0,13.0,1.0,6305870.0,03/04/2025,2025.0
Western Mich.,North Florida,Casey Fazzini,3.2,3.0,0.0,3.0,0.0,1.0,17.0,0.0,6305870.0,03/04/2025,2025.0
North Florida,Western Mich.,Allison Benning,4.0,0.0,0.0,0.0,0.0,7.0,12.0,0.0,6305870.0,03/04/2025,2025.0
North Florida,Western Mich.,Macie Hunolt,2.0,2.0,1.0,0.0,0.0,1.0,9.0,0.0,6305870.0,03/04/2025,2025.0
North Florida,Western Mich.,Cameron Ponich,1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,6305870.0,03/04/2025,2025.0
Sam Houston,East Texas A&M,Abigail Young,7.0,5.0,1.0,0.0,0.0,10.0,26.0,1.0,6305872.0,03/04/2025,2025.0
East Texas A&M,Sam Houston,Julia Sanchez,7.0,9.0,2.0,3.0,0.0,8.0,33.0,1.0,6305872.0,03/04/2025,2025.0
Michigan,North Carolina,Erin Hoehn,4.2,6.0,0.0,1.0,0.0,1.0,20.0,0.0,6305873.0,03/04/2025,2025.0
Michigan,North Carolina,Lauren Derkowski,2.1,1.0,0.0,1.0,0.0,1.0,9.0,0.0,6305873.0,03/04/2025,2025.0
North Carolina,Michigan,Makenna Raye Dark,7.0,8.0,2.0,0.0,0.0,5.0,30.0,1.0,6305873.0,03/04/2025,2025.0
SFA,Louisiana Tech,Brooke Gainous,5.0,8.0,3.0,1.0,0.0,4.0,24.0,1.0,6305874.0,03/04/2025,2025.0
SFA,Louisiana Tech,Jordyn Ages,1.0,2.0,1.0,0.0,0.0,1.0,5.0,0.0,6305874.0,03/04/2025,2025.0
Louisiana Tech,SFA,Laney Johnson,2.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,6305874.0,03/04/2025,2025.0
Louisiana Tech,SFA,Mattison Buster,4.0,4.0,0.0,1.0,0.0,3.0,17.0,0.0,6305874.0,03/04/2025,2025.0
Louisiana Tech,SFA,Alyssa Martin,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,6305874.0,03/04/2025,2025.0
James Madison,Liberty,Kirsten Fleet,5.0,6.0,2.0,0.0,0.0,1.0,20.0,1.0,6305880.0,03/04/2025,2025.0
James Madison,Liberty,Madalyn Johnson,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,6305880.0,03/04/2025,2025.0
Liberty,James Madison,Elena Escobar,5.0,4.0,0.0,1.0,0.0,3.0,19.0,0.0,6305880.0,03/04/2025,2025.0
Liberty,James Madison,Paige Bachman,2.0,2.0,0.0,0.0,0.0,1.0,8.0,0.0,6305880.0,03/04/2025,2025.0
Seton Hall,Rutgers,Kelsey Carr,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,6305888.0,03/04/2025,2025.0
Col. of Charleston,USC Upstate,Mackenzie Mathis,2.0,5.0,3.0,1.0,0.0,2.0,12.0,1.0,6308321.0,03/04/2025,2025.0
Col. of Charleston,USC Upstate,Lily Thorpe,2.1,3.0,1.0,1.0,0.0,0.0,12.0,0.0,6308321.0,03/04/2025,2025.0
Col. of Charleston,USC Upstate,Ryley Kutter,1.0,2.0,4.0,1.0,2.0,1.0,8.0,1.0,6308321.0,03/04/2025,2025.0
Col. of Charleston,USC Upstate,Campbell Schaen,0.2,0.0,0.0,3.0,0.0,0.0,5.0,0.0,6308321.0,03/04/2025,2025.0
USC Upstate,Col. of Charleston,Sierra Maness,7.0,4.0,1.0,3.0,0.0,5.0,28.0,0.0,6308321.0,03/04/2025,2025.0
Youngstown St.,Winthrop,Autumn Boyd,5.0,11.0,8.0,6.0,0.0,3.0,32.0,3.0,6308539.0,03/04/2025,2025.0
Youngstown St.,Winthrop,Kelsey Ogin,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,6308539.0,03/04/2025,2025.0
Winthrop,Youngstown St.,Lonna Addison,5.0,6.0,3.0,1.0,0.0,2.0,22.0,1.0,6308539.0,03/04/2025,2025.0
Winthrop,Youngstown St.,Madelyn Miller,2.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,6308539.0,03/04/2025,2025.0
Mount St. Mary's,Winthrop,Olivia Murphy,3.0,7.0,4.0,1.0,0.0,1.0,17.0,1.0,6308602.0,03/04/2025,2025.0
Mount St. Mary's,Winthrop,Sophia Schmehl,3.0,2.0,2.0,4.0,0.0,2.0,14.0,0.0,6308602.0,03/04/2025,2025.0
Winthrop,Mount St. Mary's,Emmy Cardenas,5.1,6.0,2.0,2.0,0.0,1.0,23.0,0.0,6308602.0,03/04/2025,2025.0
Winthrop,Mount St. Mary's,Madelyn Miller,1.2,0.0,0.0,0.0,1.0,0.0,6.0,0.0,6308602.0,03/04/2025,2025.0
Sacred Heart,Radford,Sam Kowalski,4.0,5.0,2.0,4.0,0.0,2.0,22.0,0.0,6309038.0,03/04/2025,2025.0
Sacred Heart,Radford,Carah Sweet,1.2,5.0,3.0,2.0,0.0,1.0,12.0,0.0,6309038.0,03/04/2025,2025.0
Radford,Sacred Heart,Dakota Redmon,6.0,1.0,0.0,0.0,0.0,7.0,19.0,0.0,6309038.0,03/04/2025,2025.0
Sacred Heart,Radford,Emily Heath,6.0,7.0,4.0,6.0,0.0,0.0,30.0,0.0,6309039.0,03/04/2025,2025.0
Radford,Sacred Heart,Morgan Cooper,7.0,4.0,0.0,0.0,0.0,8.0,25.0,0.0,6309039.0,03/04/2025,2025.0
Chattanooga,Georgia St.,Taylor Long,4.0,3.0,1.0,2.0,1.0,2.0,17.0,0.0,6309119.0,03/04/2025,2025.0
Chattanooga,Georgia St.,Peja Goold,2.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,6309119.0,03/04/2025,2025.0
Georgia St.,Chattanooga,Sydney Boulware,1.1,3.0,3.0,4.0,0.0,2.0,11.0,1.0,6309119.0,03/04/2025,2025.0
Georgia St.,Chattanooga,Kate Kastelic,1.2,3.0,2.0,2.0,0.0,0.0,10.0,0.0,6309119.0,03/04/2025,2025.0
Georgia St.,Chattanooga,Makayla Stephens,3.0,5.0,4.0,0.0,0.0,2.0,14.0,0.0,6309119.0,03/04/2025,2025.0
Saint Peter's,Delaware St.,Brielle Coppola,4.0,5.0,2.0,6.0,0.0,3.0,23.0,0.0,6310127.0,03/04/2025,2025.0
Saint Peter's,Delaware St.,Ava White,2.0,3.0,1.0,0.0,0.0,0.0,9.0,0.0,6310127.0,03/04/2025,2025.0
Delaware St.,Saint Peter's,Kristin White,2.2,4.0,4.0,1.0,0.0,0.0,13.0,0.0,6310127.0,03/04/2025,2025.0
Delaware St.,Saint Peter's,Allyson Fonollosa,4.1,3.0,0.0,0.0,0.0,1.0,16.0,0.0,6310127.0,03/04/2025,2025.0
Saint Peter's,Delaware St.,Kasidy Slusser,4.0,2.0,1.0,2.0,0.0,0.0,16.0,0.0,6310132.0,03/04/2025,2025.0
Delaware St.,Saint Peter's,Kaylanie Rodriguez,4.1,5.0,2.0,0.0,1.0,1.0,18.0,0.0,6310132.0,03/04/2025,2025.0
Delaware St.,Saint Peter's,Rhyannon Stanley,2.1,1.0,0.0,1.0,0.0,2.0,11.0,0.0,6310132.0,03/04/2025,2025.0
Delaware St.,Saint Peter's,Khyliah Reynolds,0.1,2.0,0.0,0.0,0.0,0.0,3.0,0.0,6310132.0,03/04/2025,2025.0
Sacramento St.,Saint Mary's (CA),Kennedie Magorian,5.0,2.0,2.0,3.0,0.0,4.0,20.0,0.0,6311014.0,03/04/2025,2025.0
Saint Mary's (CA),Sacramento St.,Mia Nishikawa,1.2,6.0,6.0,0.0,1.0,2.0,12.0,1.0,6311014.0,03/04/2025,2025.0
Saint Mary's (CA),Sacramento St.,Avrey Wolverton,1.0,4.0,1.0,0.0,1.0,2.0,9.0,1.0,6311014.0,03/04/2025,2025.0
Saint Joseph's,Maryland,Jules Scogna,3.0,8.0,4.0,0.0,0.0,1.0,17.0,0.0,6311200.0,03/04/2025,2025.0
Saint Joseph's,Maryland,Marla Freiwald,2.0,2.0,4.0,2.0,0.0,0.0,10.0,1.0,6311200.0,03/04/2025,2025.0
Maryland,Saint Joseph's,Julia Shearer,6.0,3.0,0.0,3.0,0.0,7.0,26.0,0.0,6311200.0,03/04/2025,2025.0
Boston College,Santa Clara,Kelly Colleran,4.2,4.0,2.0,3.0,0.0,5.0,20.0,0.0,6311664.0,03/04/2025,2025.0
Boston College,Santa Clara,Bailey Kendziorski,4.1,2.0,0.0,0.0,0.0,2.0,17.0,0.0,6311664.0,03/04/2025,2025.0
Santa Clara,Boston College,Hazyl Gray,4.1,3.0,2.0,2.0,0.0,3.0,19.0,0.0,6311664.0,03/04/2025,2025.0
Santa Clara,Boston College,Cari Ferguson,4.2,2.0,1.0,0.0,1.0,3.0,17.0,0.0,6311664.0,03/04/2025,2025.0
N.C. Central,Gardner-Webb,Elana Krupey,4.0,10.0,4.0,1.0,0.0,0.0,23.0,0.0,6312045.0,03/04/2025,2025.0
N.C. Central,Gardner-Webb,Simone Mack,0.2,3.0,3.0,0.0,0.0,1.0,5.0,1.0,6312045.0,03/04/2025,2025.0
Gardner-Webb,N.C. Central,Hannah Frye,5.0,2.0,1.0,2.0,0.0,2.0,19.0,1.0,6312045.0,03/04/2025,2025.0
