team,opponent,player,ip,ha,er,bb,hb,so,bf,hr_a,game_id,game_date,season
Evansville,Valparaiso,Kate Ridgway,2.0,1.0,2.0,3.0,0.0,1.0,13.0,0.0,6317469.0,03/28/2025,2025.0
Evansville,Valparaiso,Cassidy Gall,2.1,0.0,0.0,2.0,0.0,0.0,9.0,0.0,6317469.0,03/28/2025,2025.0
Evansville,Valparaiso,Gracie Hollingsworth,2.2,3.0,2.0,0.0,0.0,1.0,10.0,1.0,6317469.0,03/28/2025,2025.0
Valparaiso,Evansville,Erin Metz,2.0,2.0,2.0,3.0,0.0,2.0,11.0,0.0,6317469.0,03/28/2025,2025.0
Valparaiso,Evansville,Sydney McDermott,5.0,5.0,3.0,4.0,0.0,1.0,24.0,0.0,6317469.0,03/28/2025,2025.0
Evansville,Valparaiso,S. Weatherford,5.0,5.0,2.0,2.0,0.0,3.0,23.0,0.0,6317471.0,03/28/2025,2025.0
Evansville,Valparaiso,Elle Jarrett,1.1,2.0,2.0,1.0,0.0,2.0,7.0,0.0,6317471.0,03/28/2025,2025.0
Evansville,Valparaiso,Kate Ridgway,1.2,1.0,0.0,0.0,0.0,2.0,6.0,0.0,6317471.0,03/28/2025,2025.0
Valparaiso,Evansville,Azalya Lopez,6.0,7.0,4.0,5.0,2.0,3.0,32.0,0.0,6317471.0,03/28/2025,2025.0
Valparaiso,Evansville,Erin Metz,2.0,0.0,0.0,4.0,0.0,1.0,10.0,0.0,6317471.0,03/28/2025,2025.0
San Jose St.,Fresno St.,Mia Reynolds,7.0,6.0,0.0,2.0,0.0,4.0,27.0,0.0,6317508.0,03/27/2025,2025.0
Fresno St.,San Jose St.,Key-annah Campbell-Pua,2.1,2.0,1.0,0.0,1.0,1.0,11.0,0.0,6317508.0,03/27/2025,2025.0
Fresno St.,San Jose St.,Serayah Neiss,4.1,1.0,1.0,1.0,2.0,1.0,17.0,0.0,6317508.0,03/27/2025,2025.0
Fresno St.,San Jose St.,Faith Jordan,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6317508.0,03/27/2025,2025.0
San Jose St.,Fresno St.,Lacie Ham,7.0,7.0,2.0,2.0,0.0,2.0,29.0,0.0,6317510.0,03/28/2025,2025.0
San Jose St.,Fresno St.,Mia Reynolds,2.1,1.0,1.0,0.0,1.0,2.0,10.0,0.0,6317510.0,03/28/2025,2025.0
Fresno St.,San Jose St.,Faith Jordan,3.0,1.0,1.0,3.0,0.0,4.0,14.0,0.0,6317510.0,03/28/2025,2025.0
Fresno St.,San Jose St.,Hannah Ortega,3.0,2.0,0.0,0.0,1.0,3.0,13.0,0.0,6317510.0,03/28/2025,2025.0
Fresno St.,San Jose St.,Serayah Neiss,4.0,2.0,0.0,0.0,0.0,1.0,14.0,0.0,6317510.0,03/28/2025,2025.0
Charleston So.,Winthrop,Brenna Conley,1.1,3.0,6.0,3.0,1.0,0.0,11.0,1.0,6317524.0,03/28/2025,2025.0
Charleston So.,Winthrop,Riley Lauffer,1.2,6.0,2.0,1.0,0.0,0.0,12.0,0.0,6317524.0,03/28/2025,2025.0
Charleston So.,Winthrop,Mackenzie Rutkoff,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6317524.0,03/28/2025,2025.0
Winthrop,Charleston So.,Megan Powell,5.0,1.0,0.0,1.0,0.0,3.0,17.0,0.0,6317524.0,03/28/2025,2025.0
Indiana St.,Drake,Hailey Griffin,5.2,6.0,4.0,1.0,1.0,5.0,25.0,2.0,6317551.0,03/28/2025,2025.0
Indiana St.,Drake,Cassi Newbanks,2.1,2.0,1.0,0.0,1.0,3.0,11.0,1.0,6317551.0,03/28/2025,2025.0
Drake,Indiana St.,Molly Hoekstra,3.1,7.0,3.0,2.0,0.0,1.0,19.0,0.0,6317551.0,03/28/2025,2025.0
Drake,Indiana St.,Jayme Scheck,4.2,4.0,1.0,1.0,0.0,6.0,20.0,1.0,6317551.0,03/28/2025,2025.0
Indiana St.,Drake,Lauren Sackett,6.0,5.0,0.0,6.0,1.0,10.0,29.0,0.0,6317552.0,03/28/2025,2025.0
Drake,Indiana St.,Peyton Driscoll,7.0,5.0,1.0,2.0,1.0,5.0,29.0,0.0,6317552.0,03/28/2025,2025.0
Tennessee,Oklahoma,Sage Mardjetko,2.1,2.0,1.0,4.0,0.0,3.0,12.0,0.0,6317572.0,03/28/2025,2025.0
Tennessee,Oklahoma,Karlyn Pickens,5.2,6.0,1.0,0.0,0.0,6.0,22.0,1.0,6317572.0,03/28/2025,2025.0
Oklahoma,Tennessee,Sam Landry,8.0,8.0,5.0,3.0,2.0,2.0,36.0,2.0,6317572.0,03/28/2025,2025.0
Lamar University,Nicholls,Reagan Smith,5.2,10.0,3.0,1.0,0.0,3.0,28.0,0.0,6335311.0,03/28/2025,2025.0
Lamar University,Nicholls,Sabrina Jolin,0.1,3.0,4.0,0.0,0.0,0.0,5.0,0.0,6335311.0,03/28/2025,2025.0
Nicholls,Lamar University,Molly VandenBout,5.2,6.0,3.0,2.0,0.0,3.0,25.0,2.0,6335311.0,03/28/2025,2025.0
Nicholls,Lamar University,Averi Paden,1.1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6335311.0,03/28/2025,2025.0
Northwestern St.,East Texas A&M,Kaymie Chandler,5.1,5.0,3.0,7.0,0.0,3.0,27.0,0.0,6335354.0,03/28/2025,2025.0
Northwestern St.,East Texas A&M,Grace Ann McDonald,0.2,1.0,1.0,1.0,0.0,1.0,4.0,0.0,6335354.0,03/28/2025,2025.0
East Texas A&M,Northwestern St.,Maddie Muller,5.1,4.0,3.0,5.0,1.0,3.0,24.0,1.0,6335354.0,03/28/2025,2025.0
East Texas A&M,Northwestern St.,Kate Houser,1.2,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6335354.0,03/28/2025,2025.0
Samford,Western Caro.,Olivia Treece,5.0,9.0,3.0,1.0,1.0,0.0,24.0,0.0,6335662.0,03/28/2025,2025.0
Samford,Western Caro.,Karley Fuller,1.0,1.0,1.0,2.0,0.0,0.0,6.0,0.0,6335662.0,03/28/2025,2025.0
Samford,Western Caro.,Olivia Trout,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,6335662.0,03/28/2025,2025.0
Western Caro.,Samford,Amanda Fulton,3.0,6.0,7.0,2.0,1.0,2.0,18.0,3.0,6335662.0,03/28/2025,2025.0
Western Caro.,Samford,Makenzie Martin,4.0,7.0,6.0,2.0,1.0,2.0,22.0,1.0,6335662.0,03/28/2025,2025.0
Cleveland St.,Northern Ky.,Melissa Holzopfel,5.1,11.0,5.0,2.0,0.0,7.0,31.0,0.0,6353206.0,03/28/2025,2025.0
Cleveland St.,Northern Ky.,Avery Robinson,0.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6353206.0,03/28/2025,2025.0
Northern Ky.,Cleveland St.,Brooklyn Ballis,6.0,10.0,5.0,1.0,0.0,6.0,29.0,3.0,6353206.0,03/28/2025,2025.0
Northern Ky.,Cleveland St.,Alicia Flores,1.0,3.0,1.0,0.0,0.0,1.0,5.0,1.0,6353206.0,03/28/2025,2025.0
McNeese,UIW,Ryann Schexnayder,3.2,6.0,3.0,2.0,0.0,1.0,19.0,1.0,6353351.0,03/28/2025,2025.0
McNeese,UIW,Kadence Williams,3.1,1.0,0.0,1.0,0.0,0.0,12.0,0.0,6353351.0,03/28/2025,2025.0
UIW,McNeese,Jenny Robleo,1.1,5.0,4.0,0.0,0.0,1.0,9.0,0.0,6353351.0,03/28/2025,2025.0
UIW,McNeese,Bella Mitchell,5.2,6.0,2.0,2.0,0.0,2.0,24.0,0.0,6353351.0,03/28/2025,2025.0
UC San Diego,CSU Bakersfield,Claire Adams,5.0,5.0,2.0,7.0,1.0,4.0,27.0,0.0,6354916.0,03/28/2025,2025.0
CSU Bakersfield,UC San Diego,Christal Lopez,1.2,7.0,4.0,1.0,3.0,2.0,16.0,0.0,6354916.0,03/28/2025,2025.0
CSU Bakersfield,UC San Diego,Maya Rameriez,3.1,6.0,3.0,0.0,1.0,1.0,17.0,1.0,6354916.0,03/28/2025,2025.0
UT Arlington,Utah Valley,Emilie Hoelscher,4.0,6.0,3.0,1.0,0.0,1.0,19.0,0.0,6354918.0,03/28/2025,2025.0
UT Arlington,Utah Valley,Jessica Adams,3.0,2.0,0.0,0.0,0.0,4.0,10.0,0.0,6354918.0,03/28/2025,2025.0
Utah Valley,UT Arlington,Payge Armendariz,1.1,5.0,5.0,2.0,0.0,2.0,11.0,2.0,6354918.0,03/28/2025,2025.0
Utah Valley,UT Arlington,Lily Riley,5.1,10.0,8.0,4.0,2.0,2.0,35.0,2.0,6354918.0,03/28/2025,2025.0
Utah Valley,UT Arlington,Bailey Marvin,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6354918.0,03/28/2025,2025.0
Utah Tech,Abilene Christian,Lexie Wilson,7.0,6.0,3.0,1.0,1.0,1.0,30.0,1.0,6354919.0,03/28/2025,2025.0
Abilene Christian,Utah Tech,Ella Beeman,3.0,6.0,3.0,1.0,0.0,3.0,15.0,0.0,6354919.0,03/28/2025,2025.0
Abilene Christian,Utah Tech,Chase Mueller,4.0,9.0,5.0,1.0,1.0,2.0,21.0,0.0,6354919.0,03/28/2025,2025.0
West Ga.,FGCU,Jenna Samuel,3.2,10.0,7.0,2.0,1.0,1.0,26.0,0.0,6354921.0,03/28/2025,2025.0
West Ga.,FGCU,Calli Hardison,2.1,0.0,0.0,1.0,0.0,0.0,8.0,0.0,6354921.0,03/28/2025,2025.0
FGCU,West Ga.,Victoria Ash,2.1,6.0,5.0,4.0,0.0,2.0,17.0,0.0,6354921.0,03/28/2025,2025.0
FGCU,West Ga.,Kendall Wylie,1.2,2.0,2.0,1.0,2.0,3.0,10.0,0.0,6354921.0,03/28/2025,2025.0
FGCU,West Ga.,Allison Sparkman,3.0,2.0,0.0,2.0,0.0,1.0,12.0,0.0,6354921.0,03/28/2025,2025.0
Detroit Mercy,Purdue Fort Wayne,Jordan Kavanagh,6.0,9.0,9.0,4.0,1.0,3.0,32.0,2.0,6354927.0,03/27/2025,2025.0
Purdue Fort Wayne,Detroit Mercy,Gracie Brinkerhoff,7.0,11.0,4.0,1.0,1.0,3.0,33.0,0.0,6354927.0,03/27/2025,2025.0
Austin Peay,Central Ark.,Samantha Miener,2.1,7.0,4.0,5.0,1.0,1.0,19.0,0.0,6355826.0,03/28/2025,2025.0
Austin Peay,Central Ark.,Ashley Martin,3.2,12.0,9.0,2.0,0.0,1.0,25.0,0.0,6355826.0,03/28/2025,2025.0
Austin Peay,Central Ark.,Madison Connolly-Hojas,0.2,1.0,0.0,0.0,0.0,0.0,3.0,0.0,6355826.0,03/28/2025,2025.0
Central Ark.,Austin Peay,Bailie Runner,1.0,2.0,5.0,2.0,2.0,0.0,8.0,1.0,6355826.0,03/28/2025,2025.0
Central Ark.,Austin Peay,Julia Petty,4.2,9.0,9.0,7.0,0.0,3.0,31.0,1.0,6355826.0,03/28/2025,2025.0
Central Ark.,Austin Peay,Madge Layfield,1.1,1.0,0.0,0.0,0.0,1.0,5.0,0.0,6355826.0,03/28/2025,2025.0
Green Bay,Oakland,Megan Weiss,0.1,3.0,4.0,1.0,0.0,0.0,5.0,0.0,6356191.0,03/28/2025,2025.0
Green Bay,Oakland,Paeton Kringel,6.1,6.0,2.0,3.0,1.0,11.0,28.0,0.0,6356191.0,03/28/2025,2025.0
Oakland,Green Bay,Kenna Bommarito,6.0,9.0,6.0,5.0,1.0,4.0,33.0,1.0,6356191.0,03/28/2025,2025.0
Oakland,Green Bay,Alyssa Balcom,1.0,4.0,2.0,0.0,1.0,0.0,9.0,0.0,6356191.0,03/28/2025,2025.0
Virginia,Notre Dame,Julia Cuozzo,3.0,6.0,3.0,2.0,0.0,2.0,16.0,0.0,6356501.0,03/28/2025,2025.0
Virginia,Notre Dame,Eden Bigham,3.0,2.0,0.0,2.0,1.0,1.0,15.0,0.0,6356501.0,03/28/2025,2025.0
Notre Dame,Virginia,Brianne Weiss,2.2,6.0,2.0,1.0,0.0,0.0,13.0,0.0,6356501.0,03/28/2025,2025.0
Notre Dame,Virginia,Micaela Kastor,3.1,5.0,0.0,2.0,0.0,4.0,17.0,0.0,6356501.0,03/28/2025,2025.0
Notre Dame,Virginia,Kami Kamzik,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,6356501.0,03/28/2025,2025.0
Green Bay,Oakland,Genesis Eggart,7.0,4.0,1.0,0.0,1.0,5.0,27.0,0.0,6368195.0,03/27/2025,2025.0
Oakland,Green Bay,Alyssa Balcom,6.1,12.0,6.0,2.0,2.0,6.0,36.0,0.0,6368195.0,03/27/2025,2025.0
Oakland,Green Bay,Maraina Smith,0.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6368195.0,03/27/2025,2025.0
Green Bay,Oakland,Ava Schill,1.2,5.0,4.0,1.0,1.0,0.0,13.0,0.0,6368197.0,03/27/2025,2025.0
Green Bay,Oakland,Megan Weiss,4.1,0.0,0.0,1.0,0.0,2.0,14.0,0.0,6368197.0,03/27/2025,2025.0
Oakland,Green Bay,Kenna Bommarito,7.0,8.0,2.0,0.0,0.0,10.0,29.0,1.0,6368197.0,03/27/2025,2025.0
A&M-Corpus Christi,Southeastern La.,Malia Williams,3.0,6.0,6.0,0.0,0.0,0.0,17.0,1.0,6368228.0,03/27/2025,2025.0
A&M-Corpus Christi,Southeastern La.,Holly Ayala,1.1,5.0,2.0,0.0,0.0,0.0,11.0,0.0,6368228.0,03/27/2025,2025.0
Southeastern La.,A&M-Corpus Christi,Macie LaRue,5.0,6.0,1.0,2.0,0.0,3.0,23.0,0.0,6368228.0,03/27/2025,2025.0
Missouri St.,Murray St.,McKenzie Vaughan,6.1,7.0,1.0,1.0,0.0,1.0,26.0,0.0,6368252.0,03/27/2025,2025.0
Missouri St.,Murray St.,Makenzi Swick,0.2,3.0,0.0,2.0,0.0,0.0,7.0,0.0,6368252.0,03/27/2025,2025.0
Murray St.,Missouri St.,Bre Haislip,7.0,4.0,2.0,6.0,0.0,2.0,32.0,0.0,6368252.0,03/27/2025,2025.0
A&M-Corpus Christi,Southeastern La.,Kendra Winfrey,6.0,5.0,0.0,3.0,1.0,1.0,27.0,0.0,6368258.0,03/27/2025,2025.0
Southeastern La.,A&M-Corpus Christi,Hallie Burns,7.0,0.0,0.0,2.0,1.0,5.0,28.0,0.0,6368258.0,03/27/2025,2025.0
Manhattan,Fairfield,Karissa Spring,6.0,6.0,2.0,2.0,0.0,3.0,26.0,0.0,6368318.0,03/28/2025,2025.0
Fairfield,Manhattan,Alyssa Weinberg,7.0,4.0,0.0,1.0,1.0,7.0,27.0,0.0,6368318.0,03/28/2025,2025.0
Saint Francis,Central Conn. St.,Allie Braly,6.0,8.0,2.0,1.0,0.0,5.0,28.0,0.0,6368321.0,03/28/2025,2025.0
Central Conn. St.,Saint Francis,Liz Hamilton,7.0,5.0,0.0,3.0,0.0,5.0,28.0,0.0,6368321.0,03/28/2025,2025.0
Saint Peter's,Merrimack,Morgan Lipansky,6.0,7.0,4.0,4.0,1.0,7.0,32.0,1.0,6368322.0,03/28/2025,2025.0
Merrimack,Saint Peter's,Anna Gedacht,7.0,8.0,1.0,1.0,0.0,1.0,29.0,0.0,6368322.0,03/28/2025,2025.0
Dartmouth,Cornell,Jensin Hall,6.2,5.0,5.0,7.0,0.0,4.0,31.0,0.0,6368329.0,03/28/2025,2025.0
Cornell,Dartmouth,Kyrie Denny,6.0,9.0,3.0,0.0,0.0,3.0,27.0,1.0,6368329.0,03/28/2025,2025.0
Cornell,Dartmouth,Mila Fiordalisi,1.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,6368329.0,03/28/2025,2025.0
Georgetown,Butler,Kayla Dunn,5.0,4.0,3.0,2.0,0.0,0.0,21.0,0.0,6368337.0,03/28/2025,2025.0
Georgetown,Butler,Sage Hager,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6368337.0,03/28/2025,2025.0
Butler,Georgetown,Gwen Baker,6.0,4.0,2.0,4.0,2.0,1.0,27.0,0.0,6368337.0,03/28/2025,2025.0
Butler,Georgetown,Rylyn Dyer,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6368337.0,03/28/2025,2025.0
Pittsburgh,Boston College,Kyra Pittman,6.2,10.0,4.0,1.0,1.0,1.0,31.0,0.0,6368344.0,03/28/2025,2025.0
Boston College,Pittsburgh,Bailey Kendziorski,7.0,9.0,3.0,0.0,0.0,8.0,30.0,0.0,6368344.0,03/28/2025,2025.0
South Dakota St.,Kansas City,Akayla Barnard,6.0,4.0,0.0,4.0,1.0,5.0,25.0,0.0,6368345.0,03/28/2025,2025.0
Kansas City,South Dakota St.,Riley Bebb,4.0,9.0,6.0,5.0,0.0,1.0,25.0,0.0,6368345.0,03/28/2025,2025.0
Kansas City,South Dakota St.,Maddie Parker,2.0,7.0,6.0,1.0,1.0,0.0,16.0,0.0,6368345.0,03/28/2025,2025.0
Tennessee Tech,Southern Ind.,Emily York,3.1,6.0,5.0,2.0,1.0,3.0,19.0,1.0,6368347.0,03/28/2025,2025.0
Tennessee Tech,Southern Ind.,Payton Wagner,2.2,3.0,0.0,0.0,0.0,1.0,10.0,0.0,6368347.0,03/28/2025,2025.0
Southern Ind.,Tennessee Tech,Josie Newman,7.0,2.0,0.0,0.0,0.0,6.0,23.0,0.0,6368347.0,03/28/2025,2025.0
Bryant,UAlbany,Brooke Tracy,6.0,5.0,3.0,5.0,1.0,4.0,27.0,1.0,6368362.0,03/28/2025,2025.0
UAlbany,Bryant,Kate Powers,7.0,6.0,1.0,0.0,1.0,5.0,28.0,0.0,6368362.0,03/28/2025,2025.0
Manhattan,Fairfield,Victoria Diaz,4.0,10.0,10.0,7.0,1.0,2.0,29.0,0.0,6368377.0,03/28/2025,2025.0
Fairfield,Manhattan,Chela Kovar,5.0,4.0,1.0,1.0,0.0,1.0,19.0,0.0,6368377.0,03/28/2025,2025.0
Ohio,NIU,Anna Wise,7.0,4.0,4.0,1.0,0.0,3.0,29.0,0.0,6368391.0,03/28/2025,2025.0
NIU,Ohio,Danielle Stewart,3.1,8.0,6.0,0.0,0.0,2.0,19.0,0.0,6368391.0,03/28/2025,2025.0
NIU,Ohio,Taylor Mackin,3.2,3.0,1.0,4.0,1.0,0.0,19.0,0.0,6368391.0,03/28/2025,2025.0
Stetson,Queens (NC),Hayley Arnold,4.0,4.0,3.0,2.0,1.0,2.0,18.0,1.0,6368395.0,03/28/2025,2025.0
Stetson,Queens (NC),Caitlin Mullen,2.0,3.0,1.0,0.0,0.0,2.0,9.0,0.0,6368395.0,03/28/2025,2025.0
Queens (NC),Stetson,Abby Craver,4.1,7.0,1.0,2.0,0.0,3.0,21.0,0.0,6368395.0,03/28/2025,2025.0
Queens (NC),Stetson,Kenzie Forrester,2.2,0.0,0.0,2.0,1.0,2.0,12.0,0.0,6368395.0,03/28/2025,2025.0
Saint Francis,Central Conn. St.,Maddy Bates,4.0,4.0,3.0,3.0,0.0,1.0,19.0,2.0,6368405.0,03/28/2025,2025.0
Saint Francis,Central Conn. St.,Addison Deal,3.0,3.0,2.0,2.0,0.0,2.0,14.0,1.0,6368405.0,03/28/2025,2025.0
Central Conn. St.,Saint Francis,Alina Varga,5.0,8.0,9.0,6.0,0.0,3.0,28.0,3.0,6368405.0,03/28/2025,2025.0
Central Conn. St.,Saint Francis,Gracie Granate,2.0,3.0,0.0,1.0,0.0,3.0,10.0,0.0,6368405.0,03/28/2025,2025.0
North Ala.,Eastern Ky.,Katie Simon,5.1,2.0,1.0,6.0,1.0,5.0,23.0,0.0,6368406.0,03/28/2025,2025.0
North Ala.,Eastern Ky.,Kaylee Snyder,1.2,0.0,0.0,1.0,0.0,0.0,6.0,0.0,6368406.0,03/28/2025,2025.0
Eastern Ky.,North Ala.,Maddi Rutan,7.0,6.0,2.0,0.0,0.0,12.0,27.0,0.0,6368406.0,03/28/2025,2025.0
Saint Peter's,Merrimack,Ava White,7.0,6.0,1.0,1.0,0.0,4.0,28.0,0.0,6368407.0,03/28/2025,2025.0
Merrimack,Saint Peter's,Sarah Shurtleff,7.0,7.0,2.0,1.0,0.0,5.0,31.0,0.0,6368407.0,03/28/2025,2025.0
Dartmouth,Cornell,Isabel Kirby,1.1,4.0,4.0,3.0,0.0,1.0,13.0,0.0,6368414.0,03/28/2025,2025.0
Dartmouth,Cornell,Anna Marie Fagan,2.0,1.0,1.0,2.0,1.0,0.0,8.0,0.0,6368414.0,03/28/2025,2025.0
Dartmouth,Cornell,Rachel McCarroll,3.2,1.0,2.0,1.0,1.0,3.0,14.0,1.0,6368414.0,03/28/2025,2025.0
Cornell,Dartmouth,Mila Fiordalisi,3.0,7.0,5.0,1.0,0.0,2.0,17.0,3.0,6368414.0,03/28/2025,2025.0
Cornell,Dartmouth,Kyrie Denny,4.0,6.0,1.0,1.0,0.0,2.0,21.0,1.0,6368414.0,03/28/2025,2025.0
Georgetown,Butler,Avery Wissmar,4.1,6.0,1.0,1.0,0.0,1.0,21.0,0.0,6368428.0,03/28/2025,2025.0
Georgetown,Butler,Sage Hager,1.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,6368428.0,03/28/2025,2025.0
Georgetown,Butler,Abby Kozo,0.2,2.0,3.0,1.0,0.0,0.0,5.0,0.0,6368428.0,03/28/2025,2025.0
Butler,Georgetown,Rylyn Dyer,5.0,5.0,2.0,1.0,2.0,2.0,23.0,0.0,6368428.0,03/28/2025,2025.0
Butler,Georgetown,Katie Petran,2.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,6368428.0,03/28/2025,2025.0
Pittsburgh,Boston College,Gwen Sparks,6.0,7.0,5.0,2.0,0.0,5.0,26.0,1.0,6368432.0,03/28/2025,2025.0
Pittsburgh,Boston College,Kendall Brown,0.2,2.0,1.0,0.0,0.0,0.0,4.0,0.0,6368432.0,03/28/2025,2025.0
Boston College,Pittsburgh,Kelly Colleran,7.0,8.0,5.0,4.0,1.0,8.0,35.0,1.0,6368432.0,03/28/2025,2025.0
Lindenwood,SIUE,Ryleigh Owens,5.0,4.0,0.0,3.0,0.0,2.0,20.0,0.0,6368436.0,03/28/2025,2025.0
Lindenwood,SIUE,Avery Wapp,2.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,6368436.0,03/28/2025,2025.0
SIUE,Lindenwood,Avery Arwood,7.0,2.0,1.0,3.0,0.0,3.0,24.0,1.0,6368436.0,03/28/2025,2025.0
UIC,Illinois St.,Alyssa McIntosh,3.1,10.0,9.0,4.0,1.0,2.0,27.0,2.0,6368437.0,03/28/2025,2025.0
UIC,Illinois St.,Talyn Fordham,0.2,0.0,2.0,2.0,0.0,0.0,4.0,0.0,6368437.0,03/28/2025,2025.0
Illinois St.,UIC,Hannah Meshnick,3.0,6.0,3.0,1.0,0.0,0.0,17.0,0.0,6368437.0,03/28/2025,2025.0
Illinois St.,UIC,Hannah Meeks,2.0,1.0,0.0,1.0,0.0,1.0,9.0,0.0,6368437.0,03/28/2025,2025.0
UIC,Illinois St.,Jasmine Whorley,6.0,6.0,5.0,4.0,1.0,1.0,28.0,1.0,6368441.0,03/28/2025,2025.0
Illinois St.,UIC,Paige McLeod,4.1,7.0,2.0,0.0,0.0,2.0,19.0,0.0,6368441.0,03/28/2025,2025.0
Illinois St.,UIC,Hannah Meeks,2.2,2.0,0.0,0.0,0.0,1.0,10.0,0.0,6368441.0,03/28/2025,2025.0
South Dakota St.,Kansas City,Tayler Baker,3.0,2.0,0.0,4.0,0.0,3.0,14.0,0.0,6368442.0,03/28/2025,2025.0
South Dakota St.,Kansas City,Madi Mangulis,1.0,2.0,1.0,1.0,1.0,0.0,7.0,0.0,6368442.0,03/28/2025,2025.0
South Dakota St.,Kansas City,Amanda Vacanti,4.0,0.0,0.0,3.0,0.0,1.0,15.0,0.0,6368442.0,03/28/2025,2025.0
Kansas City,South Dakota St.,Hannah Burks,8.0,8.0,2.0,2.0,0.0,1.0,33.0,0.0,6368442.0,03/28/2025,2025.0
Tennessee Tech,Southern Ind.,Lainey Fitzgerald,6.0,6.0,3.0,3.0,2.0,8.0,29.0,0.0,6368443.0,03/28/2025,2025.0
Southern Ind.,Tennessee Tech,Kylie Witthaus,7.0,4.0,0.0,0.0,0.0,4.0,26.0,0.0,6368443.0,03/28/2025,2025.0
Northwestern,Minnesota,Lauren Boyd,7.0,3.0,0.0,1.0,0.0,10.0,26.0,0.0,6368445.0,03/28/2025,2025.0
Minnesota,Northwestern,Sydney Schwartz,7.0,6.0,1.0,3.0,0.0,4.0,29.0,0.0,6368445.0,03/28/2025,2025.0
East Carolina,Charlotte,Kendall Frost,5.1,10.0,10.0,1.0,3.0,6.0,30.0,3.0,6368453.0,03/28/2025,2025.0
Charlotte,East Carolina,Brooke Bowling,5.1,5.0,2.0,2.0,3.0,4.0,25.0,1.0,6368453.0,03/28/2025,2025.0
Charlotte,East Carolina,Aubrey Yarnall,0.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6368453.0,03/28/2025,2025.0
Akron,Toledo,Madie Jamrog,3.2,7.0,5.0,0.0,0.0,0.0,18.0,3.0,6368459.0,03/28/2025,2025.0
Akron,Toledo,Maddelynn Lee,0.2,3.0,3.0,0.0,0.0,0.0,5.0,1.0,6368459.0,03/28/2025,2025.0
Toledo,Akron,Kylee Graham,5.0,0.0,0.0,3.0,0.0,5.0,19.0,0.0,6368459.0,03/28/2025,2025.0
Bryant,UAlbany,Alexa Powell,2.0,7.0,7.0,3.0,0.0,1.0,16.0,0.0,6368473.0,03/28/2025,2025.0
Bryant,UAlbany,Grace McKillop,3.2,6.0,3.0,4.0,0.0,3.0,20.0,0.0,6368473.0,03/28/2025,2025.0
UAlbany,Bryant,Hailey Errichiello,5.0,3.0,2.0,2.0,1.0,4.0,20.0,0.0,6368473.0,03/28/2025,2025.0
UAlbany,Bryant,Jenny Nardelli,1.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,6368473.0,03/28/2025,2025.0
Ohio,NIU,Skipp Miller,7.0,4.0,1.0,1.0,1.0,3.0,27.0,1.0,6368520.0,03/28/2025,2025.0
NIU,Ohio,Madison Carlson,2.1,4.0,3.0,3.0,0.0,1.0,15.0,0.0,6368520.0,03/28/2025,2025.0
NIU,Ohio,Lily Cassell,3.2,6.0,5.0,1.0,1.0,3.0,17.0,0.0,6368520.0,03/28/2025,2025.0
NIU,Ohio,Hannah Bolly,1.0,3.0,2.0,0.0,0.0,0.0,6.0,0.0,6368520.0,03/28/2025,2025.0
Bucknell,Army West Point,Savannah Jones,1.2,5.0,3.0,2.0,0.0,0.0,12.0,0.0,6368523.0,03/28/2025,2025.0
Bucknell,Army West Point,Mea Consentino,0.1,2.0,0.0,0.0,0.0,0.0,3.0,0.0,6368523.0,03/28/2025,2025.0
Bucknell,Army West Point,Sarah Zimmerman,4.0,3.0,0.0,0.0,0.0,1.0,15.0,0.0,6368523.0,03/28/2025,2025.0
Army West Point,Bucknell,Breanna Izzo,7.0,6.0,0.0,0.0,0.0,8.0,27.0,0.0,6368523.0,03/28/2025,2025.0
Bucknell,Army West Point,Madison Roukey,4.2,8.0,4.0,0.0,0.0,3.0,22.0,2.0,6368524.0,03/28/2025,2025.0
Bucknell,Army West Point,Sarah Zimmerman,1.1,1.0,0.0,0.0,0.0,2.0,5.0,0.0,6368524.0,03/28/2025,2025.0
Army West Point,Bucknell,Katelyn Flanders,7.0,0.0,0.0,2.0,2.0,3.0,26.0,0.0,6368524.0,03/28/2025,2025.0
Lindenwood,SIUE,Samantha Roulanaitis,2.0,2.0,2.0,1.0,0.0,2.0,10.0,0.0,6368530.0,03/28/2025,2025.0
